time_stamp,AmbientConditions.AmbientHumidity.U.Actual,AmbientConditions.AmbientTemperature.U.Actual,Machine1.RawMaterial.Property1,Machine1.RawMaterial.Property2,Machine1.RawMaterial.Property3,Machine1.RawMaterial.Property4,Machine1.RawMaterialFeederParameter.U.Actual,Machine1.Zone1Temperature.C.Actual,Machine1.Zone2Temperature.C.Actual,Machine1.MotorAmperage.U.Actual,Machine1.MotorRPM.C.Actual,Machine1.MaterialPressure.U.Actual,Machine1.MaterialTemperature.U.Actual,Machine1.ExitZoneTemperature.C.Actual,Machine2.RawMaterial.Property1,Machine2.RawMaterial.Property2,Machine2.RawMaterial.Property3,Machine2.RawMaterial.Property4,Machine2.RawMaterialFeederParameter.U.Actual,Machine2.Zone1Temperature.C.Actual,Machine2.Zone2Temperature.C.Actual,Machine2.MotorAmperage.U.Actual,Machine2.MotorRPM.C.Actual,Machine2.MaterialPressure.U.Actual,Machine2.MaterialTemperature.U.Actual,Machine2.ExitZoneTemperature.C.Actual,Machine3.RawMaterial.Property1,Machine3.RawMaterial.Property2,Machine3.RawMaterial.Property3,Machine3.RawMaterial.Property4,Machine3.RawMaterialFeederParameter.U.Actual,Machine3.Zone1Temperature.C.Actual,Machine3.Zone2Temperature.C.Actual,Machine3.MotorAmperage.U.Actual,Machine3.MotorRPM.C.Actual,Machine3.MaterialPressure.U.Actual,Machine3.MaterialTemperature.U.Actual,Machine3.ExitZoneTemperature.C.Actual,FirstStage.CombinerOperation.Temperature1.U.Actual,FirstStage.CombinerOperation.Temperature2.U.Actual,FirstStage.CombinerOperation.Temperature3.C.Actual,Stage1.Output.Measurement0.U.Actual,Stage1.Output.Measurement0.U.Setpoint,Stage1.Output.Measurement1.U.Actual,Stage1.Output.Measurement1.U.Setpoint,Stage1.Output.Measurement2.U.Actual,Stage1.Output.Measurement2.U.Setpoint,Stage1.Output.Measurement3.U.Actual,Stage1.Output.Measurement3.U.Setpoint,Stage1.Output.Measurement4.U.Actual,Stage1.Output.Measurement4.U.Setpoint,Stage1.Output.Measurement5.U.Actual,Stage1.Output.Measurement5.U.Setpoint,Stage1.Output.Measurement6.U.Actual,Stage1.Output.Measurement6.U.Setpoint,Stage1.Output.Measurement7.U.Actual,Stage1.Output.Measurement7.U.Setpoint,Stage1.Output.Measurement8.U.Actual,Stage1.Output.Measurement8.U.Setpoint,Stage1.Output.Measurement9.U.Actual,Stage1.Output.Measurement9.U.Setpoint,Stage1.Output.Measurement10.U.Actual,Stage1.Output.Measurement10.U.Setpoint,Stage1.Output.Measurement11.U.Actual,Stage1.Output.Measurement11.U.Setpoint,Stage1.Output.Measurement12.U.Actual,Stage1.Output.Measurement12.U.Setpoint,Stage1.Output.Measurement13.U.Actual,Stage1.Output.Measurement13.U.Setpoint,Stage1.Output.Measurement14.U.Actual,Stage1.Output.Measurement14.U.Setpoint,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine4.ExitTemperature.U.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual,Machine5.ExitTemperature.U.Actual,Stage2.Output.Measurement0.U.Actual,Stage2.Output.Measurement0.U.Setpoint,Stage2.Output.Measurement1.U.Actual,Stage2.Output.Measurement1.U.Setpoint,Stage2.Output.Measurement2.U.Actual,Stage2.Output.Measurement2.U.Setpoint,Stage2.Output.Measurement3.U.Actual,Stage2.Output.Measurement3.U.Setpoint,Stage2.Output.Measurement4.U.Actual,Stage2.Output.Measurement4.U.Setpoint,Stage2.Output.Measurement5.U.Actual,Stage2.Output.Measurement5.U.Setpoint,Stage2.Output.Measurement6.U.Actual,Stage2.Output.Measurement6.U.Setpoint,Stage2.Output.Measurement7.U.Actual,Stage2.Output.Measurement7.U.Setpoint,Stage2.Output.Measurement8.U.Actual,Stage2.Output.Measurement8.U.Setpoint,Stage2.Output.Measurement9.U.Actual,Stage2.Output.Measurement9.U.Setpoint,Stage2.Output.Measurement10.U.Actual,Stage2.Output.Measurement10.U.Setpoint,Stage2.Output.Measurement11.U.Actual,Stage2.Output.Measurement11.U.Setpoint,Stage2.Output.Measurement12.U.Actual,Stage2.Output.Measurement12.U.Setpoint,Stage2.Output.Measurement13.U.Actual,Stage2.Output.Measurement13.U.Setpoint,Stage2.Output.Measurement14.U.Actual,Stage2.Output.Measurement14.U.Setpoint
2019-03-06 10:52:33,17.24,23.53,11.54,200,963.0,247,1241.26,72.0,72.3,48.03,10.48,436.76,76.3,75.1,12.59,236,601.11,257,200.75,69.37,69.06,73.25,13.89,246.68,68.8,60.1,9.02,186,421.16,200,203.95,78.2,78.4,337.4,13.5,263.71,65.3,65.0,99.1,108.2,80.0,12.72,13.75,0.0,22.74,12.16,13.02,21.97,21.88,0.0,32.55,0.0,2.74,3.82,4.25,2.94,2.97,20.82,21.3,17.3,19.52,8.06,8.65,5.54,6.16,1.66,2.02,2.69,3.16,14.51,17.72,298.0,284.0,21.0,268.0,21.0,260.0,35.0,309.8,289.9,263.9,238.6,245.0,66.1,50.0,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:52:39,17.24,23.53,11.54,200,963.0,247,1306.38,72.1,72.4,48.7,10.45,435.25,76.4,75.0,12.59,236,601.11,257,210.46,69.27,69.06,73.19,13.87,245.12,69.2,59.8,9.02,186,421.16,200,223.1,77.9,78.5,345.76,13.81,261.03,65.4,65.0,99.6,109.9,80.0,12.54,13.75,0.0,22.74,11.89,13.02,21.96,21.88,0.0,32.55,0.0,2.74,3.68,4.25,2.92,2.97,20.65,21.3,17.31,19.52,7.97,8.65,5.34,6.16,1.62,2.02,2.65,3.16,14.6,17.72,317.0,299.0,22.0,282.0,22.0,278.0,35.0,309.8,289.8,263.9,238.6,245.0,66.1,49.7,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:52:40,17.24,23.53,11.54,200,963.0,247,1296.13,72.1,72.4,49.78,10.48,439.68,76.4,75.0,12.59,236,601.11,257,210.21,69.25,68.94,73.19,13.93,248.85,69.0,59.8,9.02,186,421.16,200,220.17,77.9,78.5,351.83,13.49,260.61,65.4,65.0,99.6,109.0,80.0,12.54,13.75,0.0,22.74,11.89,13.02,21.96,21.88,0.0,32.55,0.0,2.74,3.68,4.25,2.92,2.97,20.65,21.3,17.31,19.52,7.97,8.65,5.34,6.16,1.62,2.02,2.65,3.16,14.6,17.72,321.0,302.0,25.0,284.0,25.0,283.0,35.0,309.7,289.8,263.9,238.6,245.0,66.0,49.4,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:52:51,17.24,23.53,11.54,200,963.0,247,1241.96,72.1,72.5,48.97,10.48,435.75,76.7,75.1,12.59,236,601.11,257,220.19,69.09,69.59,73.19,13.91,245.15,69.4,60.2,9.02,186,421.16,200,224.36,77.6,78.6,355.21,13.72,258.28,65.5,65.0,102.7,109.9,80.0,12.63,13.75,11.41,22.74,11.51,13.02,21.97,21.88,30.92,32.55,0.0,2.74,3.73,4.25,2.89,2.97,20.59,21.3,17.3,19.52,8.0,8.65,5.4,6.16,1.63,2.02,2.7,3.16,15.66,17.72,359.0,337.0,24.0,303.0,24.0,305.0,42.0,309.6,289.8,263.9,238.6,245.0,65.9,49.2,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:52:52,17.24,23.53,11.54,200,963.0,247,1242.83,72.1,72.5,49.24,10.48,422.7,76.7,75.1,12.59,236,601.11,257,220.45,69.09,69.62,72.88,13.92,243.52,69.6,60.2,9.02,186,421.16,200,224.91,77.6,78.6,336.28,13.86,258.26,65.5,65.0,102.7,110.1,80.0,12.63,13.75,11.41,22.74,11.51,13.02,21.97,21.88,30.92,32.55,0.0,2.74,3.73,4.25,2.89,2.97,20.59,21.3,17.3,19.52,8.0,8.65,5.4,6.16,1.63,2.02,2.7,3.16,15.66,17.72,362.0,340.0,24.0,304.0,24.0,306.0,42.0,309.7,289.8,263.9,238.6,245.0,65.9,49.7,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:52:53,17.24,23.53,11.54,200,963.0,247,1244.29,72.1,72.6,49.91,10.48,436.11,76.8,75.0,12.59,236,601.11,257,215.89,68.98,69.7,73.0,13.91,246.58,69.6,60.2,9.02,186,421.16,200,201.36,77.6,78.6,334.9,13.6,257.48,65.5,65.0,101.5,110.3,80.0,12.63,13.75,11.41,22.74,11.51,13.02,21.97,21.88,30.92,32.55,0.0,2.74,3.73,4.25,2.89,2.97,20.59,21.3,17.3,19.52,8.0,8.65,5.4,6.16,1.63,2.02,2.7,3.16,15.66,17.72,365.0,342.0,25.0,306.0,25.0,308.0,43.0,309.8,289.8,263.9,238.6,245.0,65.9,49.3,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:52:54,17.24,23.53,11.54,200,963.0,247,1249.3,72.1,72.6,49.64,10.48,426.24,76.8,75.1,12.59,236,601.11,257,210.81,69.01,69.72,72.69,13.87,247.28,69.5,60.2,9.02,186,421.16,200,188.47,77.6,78.6,347.03,13.82,257.52,65.5,65.0,101.5,110.7,80.0,12.7,13.75,11.61,22.74,11.58,13.02,21.96,21.88,30.97,32.55,0.0,2.74,3.94,4.25,2.88,2.97,20.67,21.3,17.3,19.52,7.88,8.65,5.43,6.16,1.63,2.02,2.65,3.16,15.67,17.72,367.0,344.0,23.0,307.0,23.0,309.0,43.0,309.8,289.8,263.9,238.6,245.0,65.9,58.6,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:52:55,17.24,23.53,11.54,200,963.0,247,1241.21,72.1,72.6,49.24,10.48,435.2,76.8,75.0,12.59,236,601.11,257,218.86,68.97,69.72,73.0,13.86,243.72,69.7,60.2,9.02,186,421.16,200,217.08,77.6,78.6,348.27,13.73,257.48,65.5,65.0,101.7,111.2,80.0,12.7,13.75,11.61,22.74,11.58,13.02,21.96,21.88,30.97,32.55,0.0,2.74,3.94,4.25,2.88,2.97,20.67,21.3,17.3,19.52,7.88,8.65,5.43,6.16,1.63,2.02,2.65,3.16,15.67,17.72,369.0,347.0,23.0,308.0,23.0,311.0,44.0,309.9,289.8,263.9,238.6,245.0,65.9,52.3,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:53:04,17.24,23.53,11.54,200,963.0,247,1246.63,72.2,72.6,49.78,10.48,432.92,77.0,75.0,12.59,236,601.11,257,215.84,69.0,69.92,73.0,13.91,240.42,69.8,60.0,9.02,186,421.16,200,228.19,77.7,78.4,348.3,13.73,255.5,65.6,65.0,102.2,110.8,80.0,12.65,13.75,11.1,22.74,11.63,13.02,21.95,21.88,31.0,32.55,0.0,2.74,3.93,4.25,2.85,2.97,20.72,21.3,17.34,19.52,7.93,8.65,5.4,6.16,1.66,2.02,2.68,3.16,15.43,17.72,387.0,367.0,22.0,316.0,22.0,320.0,45.0,309.9,289.9,263.8,238.7,245.0,65.9,49.1,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
2019-03-06 10:53:05,17.24,23.53,11.54,200,963.0,247,1247.38,72.2,72.6,49.64,10.52,423.69,77.0,75.0,12.59,236,601.11,257,215.36,69.01,69.92,73.25,13.94,241.98,69.9,60.0,9.02,186,421.16,200,222.6,77.8,78.3,337.9,13.8,255.18,65.6,65.0,102.2,110.4,80.0,12.65,13.75,11.1,22.74,11.63,13.02,21.95,21.88,31.0,32.55,0.0,2.74,3.93,4.25,2.85,2.97,20.72,21.3,17.34,19.52,7.93,8.65,5.4,6.16,1.66,2.02,2.68,3.16,15.43,17.72,388.0,369.0,21.0,316.0,21.0,321.0,45.0,309.9,289.9,263.8,238.7,245.0,65.8,49.6,0.0,12.05,0.0,11.71,0.0,11,0.0,20.73,0.0,31.36,0.0,2.71,0.0,0.01,0.0,2.75,0.0,19.39,0.0,16.47,0.0,7.93,0.0,5.65,0.0,1.85,0.0,2.89,0.0,11.71
